"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[nu]"    
          0,           0,         336,      -9.652417682,      -7.294195512,      -9.472783834,      -11.59662954
          0,           0,         337,      -9.453567706,      -7.296246794,      -9.378982827,      -11.59425331
          0,           0,         338,      -9.603838582,      -7.296738335,      -9.436093878,       -11.5917084
          0,           0,         339,      -9.651816543,      -7.297725552,      -9.474908825,      -11.58646188
          0,           0,         340,      -9.449030079,      -7.299750527,      -9.378378975,      -11.58410077
          0,           0,         341,      -9.598214319,      -7.300235661,      -9.436168532,      -11.58159858
          0,           0,         342,      -9.643440293,      -7.301209956,      -9.475358011,      -11.57637645
          0,           0,         343,      -9.441084626,       -7.30320997,      -9.378306937,      -11.57402105
          0,           0,         344,      -9.588503477,      -7.303690791,      -9.435558061,       -11.5714477
          0,           0,         345,      -9.632642449,      -7.304655057,      -9.474722319,      -11.56636365
          0,           0,         346,      -9.432011959,      -7.306634779,      -9.377422335,      -11.56400882
          0,           0,         347,        -9.5773498,      -7.307113239,      -9.433554193,      -11.56139398
          0,           0,         348,      -9.621171009,      -7.308070288,      -9.472184631,      -11.55639143
          0,           0,         349,      -9.421663484,      -7.310033502,      -9.373271479,      -11.55394891
          0,           0,         350,      -9.565083168,      -7.310510844,      -9.427949479,      -11.55258437
          0,           0,         351,      -9.667745707,      -7.310979065,      -9.438177897,      -11.55124604
          0,           0,         352,      -9.726356961,      -7.311451607,      -9.462883143,      -11.54991668
          0,           0,         353,      -9.750571116,      -7.311923059,      -9.490108785,      -11.54859009
          0,           0,         354,      -9.761788086,       -7.31238947,      -9.507817506,      -11.54726149
          0,           0,         355,      -9.767463154,      -7.312850998,      -9.514039508,      -11.54583005
          0,           0,         356,      -9.770290118,      -7.313310446,      -9.513929687,      -11.54445077
          0,           0,         357,      -9.773274137,      -7.313771313,      -9.511941646,      -11.54309777
          0,           0,         358,      -9.777991034,      -7.314236561,      -9.510164343,      -11.54175645
          0,           0,         359,      -9.784350825,      -7.314708007,      -9.509348133,      -11.54042168
          0,           0,         360,      -9.791649131,      -7.315186081,      -9.509676263,      -11.53788641
          0,           0,         361,       -9.67420713,      -7.316169739,      -9.500069254,      -11.53292531
          0,           0,         362,      -9.399354807,      -7.318175085,      -9.324443158,       -11.5304987
          0,           0,         363,      -9.558795162,      -7.318673987,      -9.398114831,      -11.52909917
          0,           0,         364,      -9.687450776,      -7.319156139,      -9.422431308,      -11.52773967
          0,           0,         365,       -9.77311503,      -7.319635076,      -9.456401983,      -11.52640092
          0,           0,         366,      -9.813002064,       -7.32010686,       -9.49074479,      -11.52506882
          0,           0,         367,      -9.830570558,      -7.320568073,      -9.514212996,      -11.52373929
          0,           0,         368,      -9.835806089,      -7.321019158,      -9.524416546,      -11.52241021
          0,           0,         369,      -9.834076238,      -7.321463651,      -9.526053845,      -11.52100227
          0,           0,         370,      -9.830923503,      -7.321906414,      -9.523536578,      -11.51962749
          0,           0,         371,      -9.828691797,      -7.322352097,      -9.519008351,      -11.51827883
          0,           0,         372,      -9.826535669,      -7.322804016,      -9.513327613,      -11.51694136
          0,           0,         373,      -9.823097995,      -7.323263691,      -9.506979939,        -11.515611
          0,           0,         374,      -9.817821692,       -7.32373092,      -9.500559891,      -11.51428482
          0,           0,         375,      -9.810662931,      -7.324204183,      -9.494839464,      -11.51289589
          0,           0,         376,      -9.801883314,      -7.324681206,      -9.490593814,      -11.51152205
          0,           0,         377,      -9.792454966,      -7.325159565,      -9.488313902,      -11.51017683
          0,           0,         378,      -9.784497765,      -7.325637196,      -9.488003639,       -11.5088411
          0,           0,         379,       -9.78146011,      -7.326112686,      -9.489280729,       -11.5075106
          0,           0,         380,      -9.787252629,      -7.326585329,      -9.491764683,      -11.50618288
          0,           0,         381,      -9.803490734,      -7.327054768,      -9.495344833,      -11.50481069
          0,           0,         382,      -9.826314376,      -7.327520645,       -9.49991496,      -11.50342589
          0,           0,         383,      -9.847154189,      -7.327982829,      -9.504857442,      -11.50207673
          0,           0,         384,      -9.859983461,      -7.328441985,      -9.509082098,      -11.50073823
          0,           0,         385,      -9.866079063,      -7.328899552,      -9.511769867,      -11.49940611
          0,           0,         386,      -9.867994684,      -7.329356961,       -9.51289807,      -11.49807827
          0,           0,         387,       -9.86463105,       -7.32981513,      -9.512894934,      -11.49673065
          0,           0,         388,      -9.855863408,      -7.330274641,      -9.512052343,       -11.4953381
          0,           0,         389,      -9.846197105,      -7.330736055,      -9.510479366,      -11.49399055
          0,           0,         390,      -9.840537541,       -7.33119968,      -9.508395413,       -11.4926555
          0,           0,         391,       -9.83991794,      -7.331665268,      -9.506194138,      -11.49132734
          0,           0,         392,      -9.842242857,      -7.332132126,      -9.504239326,      -11.49000374
          0,           0,         393,      -9.845131371,      -7.332599467,      -9.502707057,      -11.48867575
